Restaurant Name,City,Cuisines,Average Cost for two,Price range,Has Online delivery,Has Table booking,Votes,Aggregate rating,Longitude,Latitude,price_bucket,content
FLYP@MTV,New Delhi,"north indian, mexican, italian, continental",1200,3,offline,online,1379,3.9,77.22072076,28.63033313,expensive,"north indian, mexican, italian, continental New Delhi expensive offline online"
GoGourmet,New Delhi,"healthy food, beverages",600,2,online,offline,55,3.7,77.223175,28.627897,moderate,"healthy food, beverages New Delhi moderate online offline"
Haldiram's,New Delhi,"street food, north indian, south indian, chinese, mithai",550,2,offline,offline,1151,3.9,77.2223278,28.6340072,moderate,"street food, north indian, south indian, chinese, mithai New Delhi moderate offline offline"
Indian Grill Company,New Delhi,"north indian, continental",1300,3,online,online,626,3.7,77.2226871,28.6335935,expensive,"north indian, continental New Delhi expensive online online"
Jain Chawal Wale,New Delhi,north indian,250,1,online,offline,301,3.8,77.216129,28.6318938,moderate,north indian New Delhi moderate online offline
Jungle Jamboree,New Delhi,"north indian, continental, chinese, italian, thai, mughlai",1200,3,offline,online,1174,3.8,77.2161749,28.6324794,expensive,"north indian, continental, chinese, italian, thai, mughlai New Delhi expensive offline online"
Kake Da Hotel,New Delhi,north indian,600,2,offline,offline,2185,3.5,77.2218787,28.6350395,moderate,north indian New Delhi moderate offline offline
Kebab Xpress,New Delhi,"north indian, mughlai",600,2,online,offline,321,3.5,77.2196331,28.6305246,moderate,"north indian, mughlai New Delhi moderate online offline"
KFC,New Delhi,"american, fast food",500,2,online,offline,427,3.7,77.217,28.63136,moderate,"american, fast food New Delhi moderate online offline"
Khan Chacha,New Delhi,"mughlai, north indian",650,2,online,offline,1189,3.7,77.2208907,28.6340493,expensive,"mughlai, north indian New Delhi expensive online offline"
Kinbuck 2,New Delhi,"north indian, italian, mexican, chettinad, chinese, lebanese",1600,3,offline,offline,1286,3.9,77.2163994,28.6320976,expensive,"north indian, italian, mexican, chettinad, chinese, lebanese New Delhi expensive offline offline"
La Americana,New Delhi,"fast food, burger",450,1,online,offline,41,3.7,77.222736,28.6331936,moderate,"fast food, burger New Delhi moderate online offline"
Lady Baga,New Delhi,"goan, seafood",1200,3,online,online,277,3.7,77.21645035,28.63123951,expensive,"goan, seafood New Delhi expensive online online"
Life Caffe,New Delhi,"cafe, north indian, italian, japanese, fast food",1500,3,offline,online,391,3.6,77.21829101,28.63417726,expensive,"cafe, north indian, italian, japanese, fast food New Delhi expensive offline online"
Lord of the Drinks,New Delhi,"european, chinese, north indian, italian",2200,4,offline,offline,2589,3.9,77.2167587,28.6319527,expensive,"european, chinese, north indian, italian New Delhi expensive offline offline"
McDonald's,New Delhi,"fast food, burger",500,2,offline,offline,388,3.8,77.216411,28.6323132,moderate,"fast food, burger New Delhi moderate offline offline"
McDonald's,New Delhi,"fast food, burger",500,2,offline,offline,108,3.7,77.22015667,28.63000833,moderate,"fast food, burger New Delhi moderate offline offline"
Moets Arabica,New Delhi,"arabian, mexican",400,1,offline,offline,95,3.5,77.2208276,28.6303042,moderate,"arabian, mexican New Delhi moderate offline offline"
Mother India,New Delhi,"bengali, south indian, north indian, mughlai",1400,3,offline,online,66,3.9,77.2190709,28.6355337,expensive,"bengali, south indian, north indian, mughlai New Delhi expensive offline online"
Mughlai Junction,New Delhi,"north indian, mughlai",650,2,online,offline,310,3.9,77.2204415,28.6307809,expensive,"north indian, mughlai New Delhi expensive online offline"
My Bar Headquarters,New Delhi,"north indian, mughlai, chinese",1000,3,offline,offline,3010,3.7,77.2198128,28.630721,expensive,"north indian, mughlai, chinese New Delhi expensive offline offline"
Nando's,New Delhi,"portuguese, african",1200,3,online,offline,1891,3.7,77.21980177,28.63089815,expensive,"portuguese, african New Delhi expensive online offline"
Nizam's Kathi Kabab,New Delhi,"north indian, fast food",900,2,offline,offline,1761,3.8,77.2193637,28.6349788,expensive,"north indian, fast food New Delhi expensive offline offline"
Oh My God,New Delhi,"north indian, italian, chinese, mexican",1400,3,offline,online,367,3.8,77.2205314,28.6312375,expensive,"north indian, italian, chinese, mexican New Delhi expensive offline online"
Open House Cafe,New Delhi,"north indian, chinese, mughlai, italian",1700,3,offline,offline,1158,3.8,77.22071037,28.63430998,expensive,"north indian, chinese, mughlai, italian New Delhi expensive offline offline"
Parikrama - The Revolving Restaurant,New Delhi,"north indian, chinese, mughlai",2400,4,offline,offline,2689,3.8,77.22263787,28.62845265,expensive,"north indian, chinese, mughlai New Delhi expensive offline offline"
Pind Balluchi,New Delhi,"north indian, mughlai",1000,3,online,offline,1434,3.6,77.2180107,28.6308607,expensive,"north indian, mughlai New Delhi expensive online offline"
Pizza Hut,New Delhi,"italian, pizza, fast food",1000,3,online,offline,541,3.5,77.2228218,28.6322176,expensive,"italian, pizza, fast food New Delhi expensive online offline"
Playboy Cafe,New Delhi,"north indian, chinese, continental",1100,3,offline,online,140,3.7,77.2198128,28.6306314,expensive,"north indian, chinese, continental New Delhi expensive offline online"
Privee',New Delhi,"chinese, italian, continental, north indian",5000,4,offline,offline,61,3.6,77.21826,28.620999,expensive,"chinese, italian, continental, north indian New Delhi expensive offline offline"
Punjabi By Nature,New Delhi,"north indian, mughlai",1100,3,online,online,1256,3.7,77.2197679,28.6308511,expensive,"north indian, mughlai New Delhi expensive online online"
Quote - The Eclectic Bar and Lounge,New Delhi,"finger food, european, north indian",1700,3,offline,online,422,3.5,77.2171077,28.6308473,expensive,"finger food, european, north indian New Delhi expensive offline online"
Rajdhani Thali Restaurant,New Delhi,"gujarati, rajasthani",950,2,online,offline,1134,3.6,77.22053636,28.62981696,expensive,"gujarati, rajasthani New Delhi expensive online offline"
Route 04,New Delhi,"continental, american, tex mex, north indian",1350,3,online,online,1863,3.5,77.2200822,28.6348681,expensive,"continental, american, tex mex, north indian New Delhi expensive online online"
Sbarro,New Delhi,"pizza, italian",600,2,online,offline,1311,3.5,77.2197229,28.630354,moderate,"pizza, italian New Delhi moderate online offline"
Shake Square,New Delhi,"beverages, fast food",400,1,offline,offline,1333,3.7,77.2181959,28.6335234,moderate,"beverages, fast food New Delhi moderate offline offline"
South Indian Snacks,New Delhi,south indian,300,1,offline,offline,50,3.6,77.21608289,28.62612864,moderate,south indian New Delhi moderate offline offline
SSKY Bar & Lounge,New Delhi,"mughlai, north indian, chinese",2800,4,offline,online,92,3.5,77.22247191,28.6286716,expensive,"mughlai, north indian, chinese New Delhi expensive offline online"
Starbucks,New Delhi,cafe,700,2,offline,offline,552,3.8,77.22063158,28.63014067,expensive,cafe New Delhi expensive offline offline
Subway,New Delhi,"american, fast food, salad, healthy food",500,2,online,offline,276,3.5,77.222238,28.6311315,moderate,"american, fast food, salad, healthy food New Delhi moderate online offline"
Tamasha,New Delhi,"finger food, north indian, continental, italian",1600,3,offline,online,1801,3.7,77.221744,28.629606,expensive,"finger food, north indian, continental, italian New Delhi expensive offline online"
Taste of China,New Delhi,"chinese, thai",1200,3,online,offline,327,3.5,77.2204748,28.6300841,expensive,"chinese, thai New Delhi expensive online offline"
Teddy Boy,New Delhi,"north indian, continental, finger food",1200,3,offline,online,1020,3.9,77.2198128,28.6301834,expensive,"north indian, continental, finger food New Delhi expensive offline online"
The Beer Cafe - BIGGIE,New Delhi,"finger food, north indian, italian",1250,3,offline,online,645,3.8,77.2208008,28.6339511,expensive,"finger food, north indian, italian New Delhi expensive offline online"
The Flying Saucer Cafe,New Delhi,"italian, mediterranean, continental, north indian",1500,3,offline,online,143,3.9,77.2210703,28.6315577,expensive,"italian, mediterranean, continental, north indian New Delhi expensive offline online"
The Junkyard Cafe,New Delhi,"north indian, mediterranean, asian",1500,3,offline,online,1545,3.9,77.2207923,28.6303196,expensive,"north indian, mediterranean, asian New Delhi expensive offline online"
The Luggage Room Kitchen And Bar,New Delhi,"north indian, continental, fast food",1400,3,offline,online,63,3.5,77.2228667,28.6331626,expensive,"north indian, continental, fast food New Delhi expensive offline online"
The Rolling Joint,New Delhi,fast food,450,1,online,offline,783,3.9,77.2219685,28.6335249,moderate,fast food New Delhi moderate online offline
The Vault Cafe,New Delhi,"north indian, mediterranean, asian, continental",1600,3,offline,online,3413,3.9,77.21964553,28.63104411,expensive,"north indian, mediterranean, asian, continental New Delhi expensive offline online"
Veda,New Delhi,"north indian, mughlai",1600,3,online,online,1087,3.9,77.2181061,28.6352172,expensive,"north indian, mughlai New Delhi expensive online online"
Warehouse Cafe,New Delhi,"american, continental, italian, north indian, asian",1500,3,offline,offline,4914,3.7,77.22086292,28.63384356,expensive,"american, continental, italian, north indian, asian New Delhi expensive offline offline"
Zaffran,New Delhi,"north indian, mughlai",1800,3,offline,offline,908,3.9,77.221559,28.6336168,expensive,"north indian, mughlai New Delhi expensive offline offline"
Zen,New Delhi,"chinese, japanese, italian, seafood",1500,3,online,online,1027,3.5,77.2192738,28.6342534,expensive,"chinese, japanese, italian, seafood New Delhi expensive online online"
Zizo,New Delhi,"lebanese, mediterranean, middle eastern, arabian",1600,3,online,online,1071,3.9,77.2199026,28.635299,expensive,"lebanese, mediterranean, middle eastern, arabian New Delhi expensive online online"
Kettle & Kegs,New Delhi,tea,200,1,online,offline,0,0.0,77.23041,28.636975,cheap,tea New Delhi cheap online offline
Ovenstory Pizza,New Delhi,"pizza, fast food",500,2,online,offline,0,0.0,77.22947,28.637044,moderate,"pizza, fast food New Delhi moderate online offline"
Shree Hari Vaishnav Dhaba,New Delhi,north indian,200,1,offline,offline,2,0.0,77.2296803,28.6302952,cheap,north indian New Delhi cheap offline offline
38 Barracks,New Delhi,"north indian, italian, asian, american",1600,3,offline,online,840,4.4,77.22285848,28.63302489,expensive,"north indian, italian, asian, american New Delhi expensive offline online"
Ambrosia Bliss,New Delhi,"north indian, chinese, italian, continental",1800,3,offline,online,2333,4.0,77.22212523,28.63386651,expensive,"north indian, chinese, italian, continental New Delhi expensive offline online"
Ardor 2.1,New Delhi,"north indian, chinese, continental, italian",2000,4,online,online,1821,4.1,77.2201721,28.6300384,expensive,"north indian, chinese, continental, italian New Delhi expensive online online"
Barbeque Nation,New Delhi,"north indian, chinese",1600,3,offline,offline,3164,4.1,77.22067215,28.62996616,expensive,"north indian, chinese New Delhi expensive offline offline"
Bikkgane Biryani,New Delhi,"biryani, north indian, hyderabadi",800,2,online,offline,740,4.1,77.2161897,28.6316714,expensive,"biryani, north indian, hyderabadi New Delhi expensive online offline"
Biryani Blues,New Delhi,"biryani, hyderabadi",1000,3,online,offline,510,4.0,77.2205314,28.6299831,expensive,"biryani, hyderabadi New Delhi expensive online offline"
Caffe 9,New Delhi,"north indian, chinese, italian, american, middle eastern",2000,4,online,online,961,4.2,77.2162198,28.6324389,expensive,"north indian, chinese, italian, american, middle eastern New Delhi expensive online online"
Excuse Me Boss,New Delhi,"continental, north indian, chinese, mediterranean",1800,3,offline,online,799,4.1,77.2208457,28.6309539,expensive,"continental, north indian, chinese, mediterranean New Delhi expensive offline online"
Fa Yian,New Delhi,chinese,1200,3,offline,online,412,4.0,77.2172977,28.6328105,expensive,chinese New Delhi expensive offline online
Farzi Cafe,New Delhi,modern indian,2200,4,offline,offline,1942,4.4,77.2214296,28.6323984,expensive,modern indian New Delhi expensive offline offline
Fuji Japanese Restaurant,New Delhi,japanese,2000,4,online,online,312,4.0,77.22193044,28.63298369,expensive,japanese New Delhi expensive online online
Healthy Routes,New Delhi,"healthy food, continental, italian",800,2,online,online,361,4.0,77.2205314,28.6348214,expensive,"healthy food, continental, italian New Delhi expensive online online"
HotMess,New Delhi,"north indian, mediterranean, asian, fast food",1900,3,online,online,1129,4.3,77.222238,28.6326547,expensive,"north indian, mediterranean, asian, fast food New Delhi expensive online online"
House of Commons,New Delhi,"continental, mediterranean, italian, north indian",1400,3,offline,online,510,4.0,77.2227769,28.6330645,expensive,"continental, mediterranean, italian, north indian New Delhi expensive offline online"
Johnny Rockets,New Delhi,"fast food, american, burger",1000,3,offline,online,608,4.0,77.2197229,28.6304436,expensive,"fast food, american, burger New Delhi expensive offline online"
Odeon Social,New Delhi,"continental, american, asian, north indian",1600,3,offline,online,1959,4.1,77.22090885,28.63424877,expensive,"continental, american, asian, north indian New Delhi expensive offline online"
Pebble Street,New Delhi,"italian, mexican, continental, north indian, finger food",1800,3,online,online,817,4.0,77.2204415,28.6302434,expensive,"italian, mexican, continental, north indian, finger food New Delhi expensive online online"
Piali - The Curry Bistro,New Delhi,"asian, north indian",1200,3,online,online,400,4.1,77.2198577,28.6352499,expensive,"asian, north indian New Delhi expensive online online"
Saravana Bhavan,New Delhi,south indian,500,2,online,offline,5172,4.3,77.2163096,28.6323578,moderate,south indian New Delhi moderate online offline
Smoke On Water,New Delhi,"continental, mexican, burger, american, pizza, tex mex",1300,3,offline,online,467,4.1,77.2215438,28.6336429,expensive,"continental, mexican, burger, american, pizza, tex mex New Delhi expensive offline online"
Starbucks,New Delhi,cafe,700,2,offline,offline,2417,4.1,77.2177019,28.6321771,expensive,cafe New Delhi expensive offline offline
The Darzi Bar & Kitchen,New Delhi,"north indian, european",1500,3,offline,online,90,4.1,77.2191391,28.6355397,expensive,"north indian, european New Delhi expensive offline online"
The G.T. Road,New Delhi,"north indian, afghani, mughlai",1500,3,offline,online,104,4.3,77.2228913,28.6332275,expensive,"north indian, afghani, mughlai New Delhi expensive offline online"
The Town House Cafe,New Delhi,"continental, north indian, italian, asian",2100,4,offline,online,2252,4.0,77.22054273,28.62997057,expensive,"continental, north indian, italian, asian New Delhi expensive offline online"
United Coffee House,New Delhi,"north indian, european, asian, mediterranean",2200,4,offline,online,1838,4.1,77.2212499,28.6324708,expensive,"north indian, european, asian, mediterranean New Delhi expensive offline online"
Unplugged Courtyard,New Delhi,"north indian, continental",1600,3,offline,offline,1758,4.0,77.22129744,28.63447388,expensive,"north indian, continental New Delhi expensive offline offline"
Wenger's Deli,New Delhi,"bakery, desserts, fast food",400,1,offline,offline,1457,4.3,77.2182858,28.6336216,moderate,"bakery, desserts, fast food New Delhi moderate offline offline"
